Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"-27,20","-27,20","-109,82","5,84","5,10","4,73","-81,37","21,42","6,60","2,15","1,44","3,48","5,12","2,66","2,60","62,22"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,24","0,24","0,19","0,15","0,17","0,19","0,16","0,25","0,28","0,33","0,43","0,45","0,47","0,47","0,49","0,46"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,75","0,75","0,80","0,84","0,82","0,80","0,82","0,74","0,72","0,66","0,57","0,55","0,53","0,53","0,51","0,54"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,29","1,29","1,19","1,24","1,48","1,13","1,31","1,29",-,"1,65","1,83","1,57","1,55","1,39","1,76","1,68"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"14,97%","14,97%","15,12%","20,05%","24,00%","24,15%","16,12%","20,18%","22,31%","31,34%","29,34%","24,87%","22,72%","25,91%","25,26%","19,97%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"2,63%","2,63%","2,96%","9,61%","11,06%","10,58%","-5,28%","5,04%","5,38%","16,10%","14,73%","9,30%","8,76%","11,23%","9,98%","3,91%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"-0,74%","-0,74%","-0,25%","6,23%","7,21%","8,83%","-0,68%","2,34%","5,38%","13,13%","11,99%","6,82%","5,24%","7,78%","6,55%","0,49%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"-6,84%","-6,84%","-5,88%","0,87%","3,51%","0,89%","-14,73%","-3,98%","-1,10%","9,66%","7,67%","3,82%","2,96%","5,32%","3,55%","0,77%"
INDICADORES DE RENTABILIDADE,ROE,"-26,15%","-26,15%","-28,10%","4,96%","16,11%","3,77%","-63,87%","-10,05%","-3,05%","23,02%","14,27%","7,25%","5,29%","9,72%","5,90%","0,95%"
INDICADORES DE RENTABILIDADE,ROA,"-6,23%","-6,23%","-5,47%","0,75%","2,79%","0,71%","-10,50%","-2,49%","-0,87%","7,70%","6,16%","3,28%","2,50%","4,56%","2,90%","0,43%"
INDICADORES DE RENTABILIDADE,ROIC,"-1,23%","-1,23%","-1,19%","7,17%","8,34%","10,56%","-1,82%","1,28%","5,66%","13,23%","11,46%","7,10%","5,58%","8,32%","6,18%","-0,65%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,91","0,91","0,93","0,86","0,79","0,80","0,71","0,63","0,79","0,80","0,80","0,86","0,84","0,86","0,82","0,56"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"13,70%","13,70%","13,70%","7,46%","4,16%","2,89%","1,67%","1,74%","5,59%","7,26%","12,77%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,-%,"-14,96%","-33,13%",-%,-%,-%,"31,08%","78,43%",-%,-%,-%,-%,-%
