Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,-,-,"0,88","0,55","0,42","0,58",-,-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"1,76","1,76","2,58","1,48","1,14","1,45","0,29","0,67","0,65","0,93","0,61","0,45","0,11","0,57","0,08","0,36","0,53"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,58","0,58","0,57","0,60","0,64","0,65","0,70","0,69","0,68","0,67","0,62","0,62","0,64","0,66","0,58","0,55","0,51"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,42","0,42","0,43","0,39","0,36","0,35","0,30","0,31","0,32","0,33","0,38","0,38","0,36","0,34","0,42","0,45","0,49"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"0,92","0,92","0,78","0,94","1,07","1,05","1,07","0,94","0,90","1,00","0,97","1,16","1,20","0,93","0,92","1,05","1,06"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"42,85%","42,85%","42,90%","43,72%","47,38%","49,94%","51,62%","53,08%","51,01%","49,50%","50,79%","49,48%","51,19%","48,36%","44,01%","41,74%","44,37%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,-%,"40,14%","43,17%","41,29%","40,96%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"14,76%","14,76%","13,73%","16,09%","15,26%","16,30%","21,74%","15,35%","14,98%","13,01%","14,62%","14,05%","21,26%","19,91%","22,57%","21,54%","23,40%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"9,61%","9,61%","8,50%","14,17%","11,06%","11,30%","20,54%","10,67%","9,61%","8,49%","14,10%","10,70%","13,13%","14,96%","15,18%","13,90%","15,14%"
INDICADORES DE RENTABILIDADE,ROE,"7,03%","7,03%","5,97%","8,92%","6,86%","7,10%","12,47%","6,64%","5,90%","4,99%","10,98%","8,66%","9,97%","10,05%","20,56%","19,50%","23,31%"
INDICADORES DE RENTABILIDADE,ROA,"4,06%","4,06%","3,43%","5,39%","4,39%","4,62%","8,71%","4,55%","4,00%","3,36%","6,76%","5,34%","6,34%","6,65%","12,01%","10,68%","11,91%"
INDICADORES DE RENTABILIDADE,ROIC,"7,74%","7,74%","6,64%","7,84%","6,45%","6,91%","9,13%","7,07%","6,78%","5,42%","9,35%","7,61%","9,00%","9,09%","18,67%","16,15%","18,75%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,42","0,42","0,40","0,38","0,40","0,41","0,42","0,43","0,42","0,40","0,48","0,50","0,48","0,44","0,79","0,77","0,79"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"2,14%","2,14%","2,14%","0,71%","1,37%","4,81%","4,59%","4,96%","7,86%","20,59%","17,16%","16,79%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"1,12%","1,12%","-2,38%","8,84%","6,88%","0,26%","19,16%","0,69%","-1,27%","7,35%","17,50%","8,96%",-%,-%,-%,-%,-%
