Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE VALUATION,P/CAP. GIRO,"97,64","106,98","27,17","23,58","16,83","50,91","8,69","23,66","26,35","12,39","10,03","29,11","35,94","11,44","12,78",-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-1,66","-1,82","-1,45","-1,23","-1,62","-2,41","-0,64","-1,93","-0,68","-0,49","-0,66","-1,59","-2,24","-1,84","-2,24",-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,28","0,28","0,29","0,35","0,30","0,39","0,37","0,35","0,54","0,43","0,44","0,46","0,44","0,10","-0,17","-0,27"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"1,18","1,18","1,54","2,73","1,38","2,39",-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"1,30","1,30","1,81","3,67","1,66","3,12","2,66","2,89","3,69","2,87","2,85","3,61","2,60","0,79","-1,63","-2,78"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,64","0,64","0,61","0,60","0,59","0,58","0,60","0,60","0,56","0,60","0,60","0,59","0,56","0,65","0,74","0,76"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,36","0,36","0,39","0,40","0,41","0,42","0,40","0,40","0,44","0,40","0,40","0,41","0,44","0,32","0,26","0,23"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,12","1,12","1,37","1,45","1,84","1,42","1,78","1,86","1,25","1,46","1,74","1,61","1,55","2,57","2,06","2,67"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"92,65%","92,65%","81,15%","78,94%","74,59%","79,15%","77,31%","76,36%","76,48%","77,35%","73,30%","72,37%","75,06%","77,98%","79,33%","98,23%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"82,00%","82,00%","70,02%","63,91%","126,99%","70,42%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"74,87%","74,87%","59,44%","47,46%","106,00%","53,96%","59,92%","54,97%","58,94%","58,92%","56,53%","49,95%","56,46%","58,40%","50,56%","55,56%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"48,73%","48,73%","42,79%","35,17%","89,15%","36,08%","38,48%","31,94%","28,10%","34,01%","33,06%","29,24%","40,49%","44,09%","36,13%","33,84%"
INDICADORES DE RENTABILIDADE,ROE,"13,87%","13,87%","11,69%","7,12%","15,48%","8,43%","8,86%","7,12%","7,01%","8,66%","9,05%","7,45%","12,11%","9,65%","7,42%","5,83%"
INDICADORES DE RENTABILIDADE,ROA,"8,84%","8,84%","7,07%","4,25%","9,13%","4,92%","5,33%","4,27%","3,92%","5,16%","5,44%","4,39%","6,81%","6,31%","5,48%","4,45%"
INDICADORES DE RENTABILIDADE,ROIC,"14,14%","14,14%","10,59%","6,04%","11,12%","7,07%","7,50%","7,13%","7,14%","8,60%","8,57%","6,74%","8,62%","6,79%","5,50%","5,45%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,18","0,18","0,17","0,12","0,10","0,14","0,14","0,13","0,14","0,15","0,16","0,15","0,17","0,14","0,15","0,13"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"9,22%","9,22%","9,22%","3,03%","0,31%","3,23%","4,78%","3,83%","10,42%","12,00%","18,19%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"20,97%","20,97%","15,80%","7,75%","21,63%","5,06%","10,70%","-0,98%","0,91%","10,65%","17,64%",-%,-%,-%,-%,-%
