Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,35","0,35","0,31","0,35","0,41","0,50","0,85","0,89","0,88","0,93","0,61","0,39","0,56","0,34","0,25","0,20"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"2,58","2,58","3,75","2,15","3,42","2,83","2,61","10,56","2,22","-3,67","-193,77","-6,56",-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"2,83","2,83","4,38","2,12","3,50","4,16","2,58","6,05","2,44","-3,14","-17,76","-4,65","-4,16","6,06","3,99","3,37"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,41","0,41","0,41","0,40","0,41","0,40","0,31","0,24","0,26","0,28","0,39","0,44","0,39","0,47","0,48","0,50"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,59","0,59","0,59","0,59","0,59","0,60","0,69","0,75","0,74","0,72","0,61","0,56","0,60","0,53","0,52","0,50"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,88","1,88","1,88","1,66","1,71","1,59","1,28","1,09","0,94","1,05","1,58","1,53","1,76","1,40","1,79","2,17"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"49,99%","49,99%","53,46%","72,05%","72,63%","75,55%","77,83%","67,87%","73,12%","47,86%","45,82%","49,19%","62,70%","86,10%","85,64%","84,91%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"43,00%","43,00%","26,50%","35,67%","30,32%","44,73%","72,52%","12,10%","29,05%","-32,84%","-0,59%","-15,48%",-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"39,25%","39,25%","22,66%","36,10%","29,66%","30,48%","73,22%","21,12%","26,45%","-38,49%","-6,49%","-21,82%","-32,49%","12,69%","14,80%","15,68%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"9,09%","9,09%","10,67%","16,31%","21,80%","38,58%","53,10%","-5,99%","5,68%","-44,31%","-10,06%","-25,96%","-24,56%","11,00%","7,54%","3,53%"
INDICADORES DE RENTABILIDADE,ROE,"2,83%","2,83%","3,29%","7,42%","8,63%","15,09%","23,88%","-4,17%","7,75%","-34,31%","-5,36%","-10,08%","-10,14%","4,86%","3,20%","1,32%"
INDICADORES DE RENTABILIDADE,ROA,"1,16%","1,16%","1,35%","3,00%","3,54%","6,03%","7,32%","-1,02%","2,01%","-9,65%","-2,10%","-4,46%","-3,99%","2,27%","1,53%","0,66%"
INDICADORES DE RENTABILIDADE,ROIC,"7,24%","7,24%","4,11%","5,97%","6,62%","6,11%","14,13%","4,69%","8,18%","-14,74%","-3,71%","-6,82%","-7,96%","2,88%","2,75%","3,19%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,13","0,13","0,13","0,18","0,16","0,16","0,14","0,17","0,35","0,22","0,21","0,17","0,16","0,21","0,20","0,19"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"2,97%","2,97%","2,97%","-10,51%","-2,25%","-1,65%","0,94%","1,00%","12,20%","1,80%","3,13%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,"10,51%",-%,-%,-%,-%,"-1,70%",-%,-%,-%,-%,-%,-%,-%
