Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"-0,18","-0,18","-0,10","-0,10","-0,24","-0,13","0,03","-0,08","-0,06","0,12","-0,02","-0,04","0,03","0,14","-0,04","-0,08","0,10"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,-,-,"-0,27","-0,31","-0,86","-0,49",-,-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"-0,48","-0,48","-0,30","-0,34","-0,99","-0,60","0,16","-0,44","-0,34","0,62","-0,09","-0,16","0,16","0,79","-0,22","-0,41","0,38"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,54","0,54","0,53","0,57","0,58","0,56","0,50","0,48","0,44","0,42","0,43","0,45","0,46","0,42","0,46","0,50","0,44"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,45","0,45","0,46","0,41","0,40","0,43","0,49","0,51","0,55","0,57","0,56","0,54","0,53","0,57","0,53","0,49","0,55"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,86","1,86","1,91","2,01","2,13","2,17","1,87","2,18","2,78","2,74","2,40","2,66","1,90","2,13","2,47","2,34","1,80"

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE EFICIÊNCIA,M. BRUTA,"31,56%","31,56%","29,08%","29,54%","31,13%","29,62%","28,98%","28,96%","28,14%","28,34%","31,69%","32,75%","30,46%","29,99%","31,58%","32,21%","34,83%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,-%,"18,78%","19,86%","18,68%","16,74%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"18,80%","18,80%","16,89%","17,65%","16,12%","13,84%","12,59%","12,42%","11,36%","11,87%","13,96%","14,82%","13,09%","12,78%","13,72%","14,79%","18,25%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"15,70%","15,70%","14,07%","15,22%","13,40%","12,10%","11,18%","11,99%","11,93%","11,84%","12,18%","12,35%","10,63%","11,31%","11,83%","13,08%","12,45%"

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE RENTABILIDADE,ROE,"30,82%","30,82%","28,37%","26,36%","20,24%","18,52%","17,35%","16,99%","18,74%","19,17%","18,88%","18,51%","16,16%","15,45%","15,05%","16,68%","18,24%"
INDICADORES DE RENTABILIDADE,ROA,"16,52%","16,52%","14,96%","14,98%","11,75%","10,29%","8,69%","8,17%","8,27%","8,11%","8,10%","8,32%","7,39%","6,45%","6,92%","8,36%","8,03%"
INDICADORES DE RENTABILIDADE,ROIC,"25,44%","25,44%","22,50%","22,06%","18,11%","14,94%","11,64%","9,94%","8,71%","9,02%","8,98%","9,84%","8,90%","6,84%","6,88%","8,63%","11,65%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"1,05","1,05","1,06","0,98","0,88","0,85","0,78","0,68","0,69","0,68","0,67","0,67","0,70","0,57","0,58","0,64","0,65"

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"25,71%","25,71%","25,71%","20,26%","12,35%","11,23%","11,88%","9,06%","12,54%","17,32%","13,24%","8,69%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"34,19%","34,19%","29,80%","26,26%","15,15%","11,08%","9,67%","11,73%","13,75%","17,34%","11,64%","8,52%",-%,-%,-%,-%,-%

