Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,21","0,21","0,22","0,21","0,22","0,23","0,27","0,35","0,46","0,43","0,42","0,42","0,45","0,44","0,39","0,41","0,40"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,76","0,76","0,78","0,79","0,78","0,77","0,73","0,65","0,54","0,57","0,58","0,58","0,55","0,56","0,61","0,59","0,60"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,09","1,09","1,25","1,47","1,44","1,13","1,09","0,66","1,86",-,-,-,-,"1,10","0,87","1,33","0,49"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"53,44%","53,44%","46,94%","47,14%","44,57%","42,34%","44,56%","42,88%","42,55%","41,60%","38,59%","47,71%","56,62%","57,00%","53,95%","55,18%","59,17%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"64,60%","64,60%","57,03%","47,37%","52,90%","52,61%",-%,-%,-%,"38,45%","35,58%","42,87%","51,69%",-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"56,36%","56,36%","48,72%","39,06%","45,43%","43,81%","41,70%","40,66%","37,59%","38,45%","35,58%","42,87%","51,69%","55,67%","52,44%","50,82%","56,18%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"30,27%","30,27%","22,37%","12,47%","22,82%","23,56%","26,32%","28,58%","24,02%","23,04%","21,36%","25,79%","30,34%","33,46%","29,55%","31,20%","32,80%"
INDICADORES DE RENTABILIDADE,ROE,"39,97%","39,97%","31,57%","19,72%","36,14%","33,02%","36,64%","29,33%","23,40%","22,59%","24,45%","26,77%","27,09%","26,57%","23,89%","24,52%","28,59%"
INDICADORES DE RENTABILIDADE,ROA,"8,56%","8,56%","6,97%","4,10%","7,95%","7,67%","9,75%","10,24%","10,73%","9,81%","10,15%","11,35%","12,11%","11,70%","9,43%","9,98%","11,48%"
INDICADORES DE RENTABILIDADE,ROIC,"19,59%","19,59%","20,08%","16,54%","19,10%","16,17%","18,79%","16,42%","19,61%","18,11%","17,81%","20,56%","21,51%","20,02%","17,24%","16,92%","20,87%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,28","0,28","0,31","0,33","0,35","0,33","0,37","0,36","0,45","0,43","0,48","0,44","0,40","0,35","0,32","0,32","0,35"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"11,18%","11,18%","11,18%","14,25%","13,49%","8,66%","9,57%","7,37%","8,29%","9,69%","13,11%","10,37%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"10,97%","10,97%","5,86%","0,21%","13,27%","10,81%","10,01%","6,09%","1,34%","4,37%","4,85%","5,19%",-%,-%,-%,-%,-%
