Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE VALUATION,P/SR,"0,64","0,59","0,54","0,64","0,85","1,12","0,95","0,70","0,54","0,60","0,69",-,-,-,-,-,-
INDICADORES DE VALUATION,P/CAP. GIRO,"6,47","6,03","5,84","5,75","3,66","4,24","3,27","1,88","1,80","2,17","3,62","5,41","2,38","2,02",-,-,-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-1,09","-1,01","-0,84","-0,87","-1,37","-2,04","-1,96","-1,65","-1,40","-1,77","-1,49","-2,07","-1,93","-2,01",-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"-0,97","-0,97","-0,96","-0,95","-1,17","-1,23","-1,41","-1,45","-1,40","-1,45","-1,12","-1,39","-1,78","-1,75","-1,98","-1,87","-1,70"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"-4,31","-4,31","-10,03","-6,06","-5,48","-8,32",-,-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"-5,03","-5,03","-14,43","-7,12","-6,22","-10,32","-8,72","-27,87","-82,26","-27,42","-15,75","-6,44","-967,51","111,26","-44,87","64,66","58,37"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,22","0,22","0,21","0,22","0,24","0,25","0,25","0,27","0,28","0,28","0,27","0,29","0,27","0,28","0,29","0,32","0,26"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,78","0,78","0,79","0,80","0,76","0,75","0,75","0,73","0,72","0,72","0,73","0,71","0,73","0,72","0,71","0,68","0,74"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,09","1,09","1,09","1,09","1,21","1,27","1,31","1,40",-,"1,34",-,-,"1,28","1,31","1,31","1,25","1,10"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%","100,00%",-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBITDA,"8,50%","8,50%","3,67%","6,91%","10,27%","6,78%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"7,28%","7,28%","2,55%","5,88%","9,04%","5,46%","6,96%","2,38%","0,74%","2,22%","2,98%",-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"6,95%","6,95%","4,09%","7,28%","9,07%","7,63%","7,35%","6,52%","5,67%","6,48%","6,11%",-%,-%,-%,-%,-%,-%
INDICADORES DE RENTABILIDADE,ROE,"18,33%","18,33%","10,72%","16,49%","18,83%","16,68%","17,15%","14,27%","13,08%","15,51%","14,60%","23,84%","13,47%","12,34%","14,03%","7,82%","14,47%"
INDICADORES DE RENTABILIDADE,ROA,"3,97%","3,97%","2,25%","3,71%","4,60%","4,22%","4,29%","3,80%","3,61%","4,32%","3,91%","6,89%","3,62%","3,45%","4,13%","2,48%","3,72%"
INDICADORES DE RENTABILIDADE,ROIC,"11,13%","11,13%","5,15%","11,49%","8,56%","4,11%","5,02%","-0,42%","-4,39%","-1,10%","-0,49%","7,45%","-5,23%","-6,17%","-1,94%","-5,30%","-8,52%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,57","0,57","0,55","0,51","0,51","0,55","0,58","0,58","0,64","0,67","0,64","0,00","0,00","0,00","0,00","0,00","0,00"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"10,41%","10,41%","10,41%","5,64%","3,79%","4,76%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"14,57%","14,57%","0,61%","11,02%","11,01%","9,51%","-1,38%","10,03%","9,56%","9,96%","22,45%","37,22%",-%,-%,-%,-%,-%
