Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE EFICIÊNCIA,M. BRUTA,"21,02%","21,02%","22,80%","20,28%","28,37%","27,60%","22,99%","23,95%","21,89%","21,05%","18,89%","23,34%","22,99%","29,82%","27,89%","25,94%","36,36%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,-%,-%,-%,"27,61%","25,72%",-%,-%,-%,-%,"16,93%","19,93%","18,24%",-%,"22,37%","25,07%","33,64%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"13,52%","13,52%","13,30%","22,71%","22,83%","19,64%","16,03%","15,27%","15,18%","14,23%","12,41%","13,36%","11,76%","17,46%","14,96%","16,92%","26,75%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"9,07%","9,07%","5,07%","20,65%","20,95%","12,25%","9,42%","7,37%","6,84%","7,98%","8,66%","11,68%","8,25%","14,89%","14,31%","12,67%","19,75%"
INDICADORES DE RENTABILIDADE,ROE,"8,61%","8,61%","5,34%","22,68%","19,56%","11,53%","8,78%","6,80%","5,91%","8,36%","8,81%","8,30%","5,73%","9,78%","8,96%","7,69%","11,07%"
INDICADORES DE RENTABILIDADE,ROA,"3,59%","3,59%","2,24%","10,00%","8,35%","5,19%","3,92%","3,12%","2,94%","4,12%","4,71%","4,64%","3,30%","6,05%","5,53%","4,85%","6,77%"
INDICADORES DE RENTABILIDADE,ROIC,"7,22%","7,22%","8,09%","12,31%","9,83%","8,75%","6,75%","7,37%","6,12%","7,13%","6,11%","4,70%","4,78%","6,67%","4,98%","6,60%","8,48%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,40","0,40","0,44","0,48","0,40","0,42","0,42","0,42","0,43","0,52","0,54","0,40","0,40","0,41","0,39","0,38","0,34"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"9,35%","9,35%","9,35%","12,85%","4,51%","3,14%","10,22%","10,55%","11,00%","16,71%","17,37%","10,95%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"14,12%","14,12%","1,47%","40,78%","26,76%","10,54%","5,58%","8,09%","-5,00%","3,84%","8,78%","-0,11%",-%,-%,-%,-%,-%
