Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"2,93","2,93","2,32","2,33","2,04","2,46","2,06","2,33","2,06","2,82","2,66","2,51","2,10","2,56","2,58","2,94"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"17,50%","17,50%","22,75%","26,57%","13,54%","10,60%","13,32%","9,76%","9,20%","9,85%","12,08%","12,88%","12,50%","14,43%","17,58%","15,96%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"19,58%","19,58%","23,62%","29,51%","17,21%","13,31%","12,84%","8,74%","2,42%","-1,39%","12,05%","11,87%","10,97%","12,96%","17,51%","10,18%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"16,69%","16,69%","21,54%","26,83%","11,86%","8,03%","8,77%","2,98%","-4,35%","-7,38%","6,81%","6,91%","6,18%","8,13%","11,61%","3,19%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"11,27%","11,27%","13,86%","19,78%","5,40%","3,04%","4,99%","-0,97%","-7,68%","-10,44%","3,30%","3,97%","3,75%","5,66%","6,82%","4,23%"
INDICADORES DE RENTABILIDADE,ROE,"16,07%","16,07%","24,78%","36,37%","7,67%","4,47%","8,95%","-1,52%","-12,03%","-14,36%","4,36%","5,22%","5,23%","8,02%","11,00%","6,06%"
INDICADORES DE RENTABILIDADE,ROA,"10,64%","10,64%","15,48%","20,99%","3,75%","2,23%","4,49%","-0,71%","-5,29%","-6,49%","2,23%","2,72%","2,69%","4,01%","5,00%","2,52%"
INDICADORES DE RENTABILIDADE,ROIC,"15,45%","15,45%","22,70%","28,69%","8,41%","6,31%","9,50%","1,99%","-4,33%","-8,07%","5,21%","5,16%","5,26%","6,53%","9,03%","2,24%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,94","0,94","1,12","1,06","0,69","0,73","0,90","0,73","0,69","0,62","0,67","0,68","0,72","0,71","0,73","0,60"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"17,42%","17,42%","17,42%","15,78%","0,11%","-1,40%","2,98%","-0,57%","1,24%","6,78%","9,90%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,-%,-%,"-3,02%","7,78%",-%,-%,-%,"4,57%",-%,-%,-%,-%,-%
