Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,61","0,61","0,59","0,66","0,68","0,74","0,71","0,82","0,76","0,73","0,73","0,73","0,70","0,66","0,75","0,66","0,51"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,39","0,39","0,41","0,34","0,32","0,26","0,29","0,18","0,24","0,27","0,27","0,27","0,30","0,34","0,25","0,34","0,49"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"2,19","2,19","1,98","3,34","2,37","2,01","1,91","4,33","2,88","2,43","2,38","2,01","2,24","1,50","2,37","1,40","1,05"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"30,23%","30,23%","28,50%","28,18%","32,83%","35,41%","38,08%","41,53%","39,15%","35,82%","37,65%","37,80%","40,13%","37,74%","41,75%","42,38%","37,41%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"10,23%","10,23%","8,89%","8,90%","13,51%","12,66%","15,51%","17,85%","17,26%","14,86%","16,82%","15,63%","17,64%","16,53%","19,08%","19,99%","17,22%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"7,02%","7,02%","5,76%","5,08%","9,85%","8,82%","12,46%","15,49%","15,03%","12,56%","14,58%","13,42%","15,36%","14,28%","16,89%","17,88%","12,89%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"5,19%","5,19%","4,76%","6,46%","10,53%","9,12%","12,01%","15,59%","14,72%","13,07%","13,08%","12,16%","13,27%","12,59%","14,39%","14,97%","9,77%"
INDICADORES DE RENTABILIDADE,ROE,"7,71%","7,71%","7,18%","7,18%","11,49%","9,23%","13,01%","16,91%","18,10%","16,25%","18,24%","18,59%","19,52%","18,27%","19,97%","23,64%","17,81%"
INDICADORES DE RENTABILIDADE,ROA,"4,72%","4,72%","4,21%","4,74%","7,85%","6,87%","9,27%","13,86%","13,81%","11,84%","13,38%","13,50%","13,73%","11,99%","14,89%","15,57%","9,12%"
INDICADORES DE RENTABILIDADE,ROIC,"7,51%","7,51%","5,07%","3,06%","8,29%","7,50%","9,94%","14,39%","15,13%","12,13%","15,59%","15,88%","16,99%","14,71%","18,04%","18,31%","12,21%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,91","0,91","0,89","0,73","0,75","0,75","0,77","0,89","0,94","0,91","1,02","1,11","1,03","0,95","1,03","1,04","0,93"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"13,34%","13,34%","13,34%","7,96%","9,43%","5,91%","6,92%","8,84%","12,85%","13,59%","14,30%","14,48%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"-7,80%","-7,80%","-10,61%","-8,43%","4,81%","-1,46%","6,65%","12,40%","16,43%","11,42%","11,26%","19,61%",-%,-%,-%,-%,-%
