Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"20,17","20,17","10,52","3,24","4,10","2,81","2,57","3,86","1,21","1,31","1,74","3,16","3,35","1,96","1,57","0,18","1,04"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"83,82","83,82","19,12","3,75","5,00","3,41","2,79","4,14","1,21","1,31","1,83","3,40","3,48","1,96","1,60","0,19","1,09"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,28","0,28","0,26","0,30","0,31","0,33","0,34","0,38","0,44","0,42","0,41","0,40","0,34","0,37","0,42","0,55","0,58"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,68","0,68","0,71","0,67","0,67","0,65","0,64","0,60","0,56","0,56","0,57","0,57","0,63","0,60","0,55","0,42","0,39"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,99","1,99","2,03","2,40","2,37","2,78","2,98","2,56",-,"2,19","2,07","2,29","2,10","2,38","2,52","2,99","3,95"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"21,73%","21,73%","19,68%","25,86%","28,20%","30,42%","33,19%","33,87%","32,78%","30,20%","28,29%","26,39%","28,03%","31,07%","32,34%","35,07%","37,87%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"4,82%","4,82%","9,59%","18,58%","13,09%","14,86%","14,87%","15,04%","10,70%","10,46%","17,68%","13,04%","16,93%","22,24%","22,63%","24,15%","23,97%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"1,16%","1,16%","5,28%","16,03%","10,74%","12,23%","13,69%","14,00%","10,70%","10,46%","16,81%","12,11%","16,32%","22,24%","22,17%","23,25%","22,99%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"-3,61%","-3,61%","-3,05%","11,31%","8,28%","11,40%","12,74%","13,73%","13,11%","11,50%","17,20%","10,93%","13,87%","18,93%","21,00%","21,08%","20,80%"
INDICADORES DE RENTABILIDADE,ROE,"-3,76%","-3,76%","-3,48%","13,15%","9,70%","14,26%","14,91%","11,79%","10,25%","11,47%","16,41%","10,32%","13,88%","22,21%","22,07%","14,47%","14,82%"
INDICADORES DE RENTABILIDADE,ROA,"-1,07%","-1,07%","-0,90%","3,98%","3,05%","4,70%","5,06%","4,49%","4,49%","4,78%","6,66%","4,15%","4,75%","8,30%","9,34%","7,97%","8,61%"
INDICADORES DE RENTABILIDADE,ROIC,"0,34%","0,34%","0,72%","7,30%","5,37%","7,35%","8,03%","6,06%","4,65%","5,41%","8,93%","5,69%","7,71%","12,71%","11,71%","10,12%","10,18%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,30","0,30","0,29","0,35","0,37","0,41","0,40","0,33","0,34","0,42","0,39","0,38","0,34","0,44","0,44","0,38","0,41"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"6,86%","6,86%","6,86%","10,87%","6,89%","7,66%","6,96%","4,59%","1,14%","9,53%","20,50%","28,36%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,"7,64%","0,09%","-0,85%","10,29%","4,37%","-6,02%","-2,90%","15,70%","12,86%",-%,-%,-%,-%,-%
