Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,51","0,51","0,52","0,54","0,62","0,60","0,55","0,57","0,59","0,61","0,65","0,67","0,65","0,61","0,58","0,55","0,56"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,70","1,70","1,86","1,76","1,58","1,40","1,37","1,67","1,40","1,60","1,72","1,55","1,45","1,92","1,92","1,47","1,36"

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE EFICIÊNCIA,M. BRUTA,"60,17%","60,17%","60,17%","58,39%","57,23%","61,09%","61,02%","60,44%","60,09%","59,13%","58,48%","57,26%","57,69%","56,89%","56,04%","54,10%","53,17%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"14,87%","14,87%","18,45%","16,36%","21,86%","24,76%","20,63%","19,03%","19,95%","19,50%","19,45%","18,71%","17,92%","17,61%","17,46%","14,05%","12,96%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"6,85%","6,85%","10,60%","7,70%","11,37%","17,14%","16,90%","14,60%","15,12%","15,19%","15,37%","14,88%","14,48%","14,59%","14,70%","10,93%","10,12%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"6,95%","6,95%","9,73%","5,99%","14,54%","11,46%","12,11%","9,84%","9,69%","9,42%","9,04%","9,32%","9,20%","10,40%","11,20%","8,02%","7,44%"

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE RENTABILIDADE,ROE,"9,54%","9,54%","12,80%","6,46%","19,93%","23,36%","25,80%","22,73%","23,71%","25,05%","25,41%","27,28%","27,22%","29,17%","30,16%","21,88%","22,83%"
INDICADORES DE RENTABILIDADE,ROA,"4,67%","4,67%","6,11%","2,96%","7,49%","9,32%","11,56%","9,71%","9,65%","9,87%","8,86%","9,02%","9,43%","11,29%","12,54%","9,87%","9,99%"
INDICADORES DE RENTABILIDADE,ROIC,"6,78%","6,78%","10,52%","6,08%","8,47%","19,39%","18,27%","16,01%","16,14%","16,22%","14,84%","14,50%","15,48%","16,76%","16,73%","14,17%","14,05%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,67","0,67","0,63","0,49","0,51","0,81","0,96","0,99","1,00","1,05","0,98","0,97","1,02","1,09","1,12","1,23","1,34"

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"12,26%","12,26%","12,26%","10,38%","4,17%","12,95%","14,03%","14,02%","14,78%","17,44%","17,16%","14,89%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"4,91%","4,91%","12,01%","0,26%","13,62%","18,45%","20,15%","15,57%","13,16%","13,45%","19,98%","20,19%",-%,-%,-%,-%,-%

