Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE VALUATION,P/CAP. GIRO,"6,85","7,96","3,17","5,74","7,05","18,33","28,88","12,72","9,70","4,88","6,58","2,04","10,82","4,08",-,-,-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-0,82","-0,96","-0,45","-0,92","-1,56","-3,64","-2,96","-4,43","-1,86","-1,64","-3,48","-2,30","-4,72","-2,59",-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"1,29","1,29","1,44","1,14","1,01","0,34","0,00","0,02","0,25","0,13","-0,05","-0,31","0,20","0,14","-0,27","-0,45",-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"2,57","2,57","3,21","3,01","3,60","0,83","0,00","0,06","0,95","0,56","-0,27","-1,47","0,67","0,69","-1,69","-2,18",-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"4,87","4,87","6,89","6,76","9,04","1,16","0,00","0,08","1,35","0,76","-0,35","-1,87","0,94","1,05","-2,62","-3,83",-
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,33","0,33","0,33","0,33","0,35","0,56","0,63","0,69","0,59","0,61","0,68","0,71","0,57","0,58","0,73","0,66",-
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,67","0,67","0,67","0,67","0,65","0,44","0,37","0,31","0,41","0,39","0,32","0,29","0,43","0,42","0,27","0,34",-
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,52","1,52","1,90","1,59","2,12","2,19","1,20","1,97","1,55","2,76","3,55","4,38","2,64","3,66","2,80","2,15",-
INDICADORES DE EFICIÊNCIA,M. BRUTA,"59,29%","59,29%","56,57%","54,40%","54,72%","57,34%","54,89%","47,41%","43,19%","43,35%","42,05%","40,12%","36,57%","33,34%","31,88%","30,97%","31,72%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"32,27%","32,27%","29,05%","27,91%","23,23%","35,37%","26,73%","21,83%","20,44%","21,56%","19,48%","18,24%","15,12%","10,71%","9,08%","9,27%","5,55%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"17,03%","17,03%","13,53%","12,45%","9,25%","25,25%","21,33%","16,09%","14,42%","15,98%","14,98%","14,36%","10,75%","7,04%","5,86%","5,28%","1,90%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"3,75%","3,75%","-1,28%","3,60%","2,55%","18,12%","17,82%","12,57%","11,56%","15,02%","15,20%","14,14%","7,93%","6,11%","7,94%","6,28%","3,90%"
INDICADORES DE RENTABILIDADE,ROE,"5,81%","5,81%","-1,98%","4,88%","3,06%","20,83%","24,89%","15,29%","15,12%","16,42%","15,15%","16,12%","15,51%","11,33%","13,77%","13,97%",-%
INDICADORES DE RENTABILIDADE,ROA,"1,92%","1,92%","-0,64%","1,60%","1,06%","11,72%","15,72%","10,56%","8,89%","10,10%","10,31%","11,44%","8,85%","6,56%","10,03%","9,21%",-%
INDICADORES DE RENTABILIDADE,ROIC,"9,55%","9,55%","7,32%","5,70%","3,27%","18,68%","22,40%","16,03%","13,14%","12,47%","11,88%","13,19%","14,54%","8,67%","8,85%","10,40%",-%
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,51","0,51","0,50","0,44","0,42","0,65","0,88","0,84","0,77","0,67","0,68","0,81","1,12","1,07","1,26","1,47",-
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"6,20%","6,20%","6,20%","6,64%","5,62%","8,38%","15,90%","19,56%","22,63%","23,60%","18,76%","12,05%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"-15,03%","-15,03%",-%,"-15,54%","-25,93%","12,26%","21,39%","31,09%","39,31%","40,42%","41,73%","44,99%",-%,-%,-%,-%,-%
