Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE EFICIÊNCIA,M. BRUTA,"20,36%","20,36%","11,39%","17,77%","31,12%","33,23%","34,84%","34,51%","30,68%","28,84%","22,08%","7,98%","12,20%","-62,67%","31,05%","32,05%","34,50%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,"5,63%","-10,62%","-1,81%","12,91%","16,53%",-%,-%,-%,-%,"-16,76%","-7,42%","-8,14%",-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"3,26%","3,26%","-13,09%","-3,56%","11,60%","14,91%","13,05%","9,09%","8,39%","3,58%","-19,50%","-8,83%","-9,59%","-142,62%","9,81%","9,11%","-13,93%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"-6,71%","-6,71%","-22,69%","-7,54%","8,78%","13,51%","11,91%","7,86%","5,38%","3,56%","-24,84%","-11,12%","-11,56%","-148,00%","7,77%","6,52%","-7,87%"
INDICADORES DE RENTABILIDADE,ROE,"-6,46%","-6,49%","-76,84%","-15,91%","13,20%","19,51%","16,72%","9,21%","5,40%","2,78%","-13,38%","-7,62%","-6,71%","-31,73%","4,39%","5,70%","-3,60%"
INDICADORES DE RENTABILIDADE,ROA,"-1,05%","-1,05%","-13,26%","-4,31%","4,73%","7,58%","7,64%","5,00%","3,04%","1,59%","-6,67%","-3,63%","-3,72%","-18,92%","2,52%","2,71%","-2,47%"
INDICADORES DE RENTABILIDADE,ROIC,"0,49%","0,49%","-16,39%","-5,23%","8,33%","11,50%","11,04%","7,36%","5,56%","1,74%","-7,73%","-4,35%","-3,76%","-23,84%","3,83%","3,67%","-7,35%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,16","0,16","0,58","0,57","0,54","0,56","0,64","0,64","0,57","0,45","0,27","0,33","0,32","0,13","0,32","0,42","0,31"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"-17,27%","-17,27%","12,18%","19,26%","21,81%","27,88%","15,51%","4,90%","18,74%","-4,33%","-10,42%","10,99%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,-%,"45,88%",-%,-%,-%,-%,"-18,14%",-%,-%,-%,-%,-%,-%,-%
