Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,35","1,35","1,41","2,16","4,18","2,54","1,37","1,18","1,02","1,37","1,17","0,85","0,87","0,82","0,64","0,79","0,94"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"46,64%","46,64%","45,39%","41,53%","23,77%","25,71%","26,83%","21,56%","19,98%","29,21%","28,88%","41,74%","46,57%","44,35%","40,18%","34,50%","41,35%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"43,15%","43,15%","41,93%","37,08%","22,80%","22,79%","20,57%","19,97%","19,68%","22,41%",-%,"38,33%","42,66%","40,63%","35,83%","33,27%","36,77%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"31,99%","31,99%","31,20%","26,17%","6,40%","8,84%","7,09%","3,83%","3,89%","3,81%","15,21%","28,49%","32,86%","30,81%","24,22%","16,55%","15,63%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"20,77%","20,77%","22,23%","16,71%","-1,48%","1,58%","0,32%","-0,65%","-3,37%","-2,36%","9,12%","18,52%","20,90%","21,92%","12,94%","9,86%","6,48%"
INDICADORES DE RENTABILIDADE,ROE,"18,36%","18,36%","20,52%","11,56%","-0,66%","1,14%","0,22%","-0,40%","-2,01%","-1,62%","6,41%","17,62%","19,74%","19,18%","9,23%","5,59%","4,19%"
INDICADORES DE RENTABILIDADE,ROA,"8,77%","8,77%","9,88%","5,40%","-0,33%","0,48%","0,10%","-0,19%","-1,02%","-0,84%","4,23%","11,56%","12,36%","10,24%","5,54%","3,08%","2,97%"
INDICADORES DE RENTABILIDADE,ROIC,"19,96%","19,96%","18,61%","12,31%","2,20%","4,27%","3,84%","0,37%","1,59%","2,02%","6,55%","16,03%","17,42%","14,73%","6,81%","1,69%","3,98%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,42","0,42","0,44","0,32","0,22","0,30","0,32","0,30","0,30","0,36","0,46","0,62","0,59","0,47","0,43","0,31","0,46"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"18,58%","18,58%","18,58%","13,09%","-0,73%","-0,62%","-7,72%","-8,62%","-5,91%","2,19%","8,72%","13,63%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,-%,-%,"-30,01%","-58,93%",-%,-%,-%,"7,05%","40,17%",-%,-%,-%,-%,-%
