Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE VALUATION,P/SR,"2,61","2,77","3,79","3,02","5,31",-,-,"6,50","5,12","4,64","3,80","2,62","2,69","1,40","4,42",-
INDICADORES DE VALUATION,P/CAP. GIRO,"5,61","5,93","8,66","4,82","4,11",-,-,"10,27","4,58","2,14","5,73","6,01","4,41","1,49","4,51",-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-1,32","-1,40","-1,88","-1,34","-2,32",-,-,"-3,67","-2,69","-2,27","-1,16","-1,28","-1,21","-0,54","-2,24",-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,67","0,67","0,63","0,52","0,08","-0,10","-0,13","-0,11","-0,06","0,27","0,40","0,39","0,32","0,29","0,11","0,09"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"2,64","2,64","2,57","2,81","0,55","-0,72","-0,83","-0,80","-0,31","1,97","3,00","3,07","2,63","2,99","0,84","0,62"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"2,83","2,83","2,72","2,58","0,58","-0,78","-0,88","-0,75","-0,47","2,45","3,64","3,07","2,89","4,63","0,95","0,68"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,47","0,47","0,45","0,50","0,54","0,73","0,78","0,76","0,77","0,51","0,54","0,57","0,54","0,50","0,51","0,56"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,53","0,53","0,55","0,50","0,46","0,27","0,22","0,24","0,23","0,49","0,46","0,43","0,46","0,50","0,49","0,44"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,89","1,89","1,63","2,34","3,01","3,00","3,07","2,30","3,07","2,92","1,61",-,"2,42","2,95","2,57","1,38"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"63,15%","63,15%","63,10%","64,05%","64,30%","63,30%","71,56%","73,52%","74,19%","74,75%","75,57%","64,55%","62,19%","60,28%","59,29%","56,30%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"35,19%","35,19%","34,73%","30,38%","34,20%","35,48%","34,92%","31,00%","48,27%","37,14%","35,82%","21,00%","21,80%","19,63%","23,15%","24,17%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"32,88%","32,88%","32,90%","33,15%","32,26%","32,95%","33,02%","33,14%","31,83%","29,89%","29,50%","21,05%","19,89%","12,66%","20,36%","21,98%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"21,60%","21,60%","22,48%","22,40%","31,67%","35,33%","30,33%","27,57%","36,48%","18,94%","14,55%","6,03%","5,26%","-1,64%","9,38%","14,85%"
INDICADORES DE RENTABILIDADE,ROE,"15,53%","15,53%","15,94%","13,54%","14,02%","13,36%","13,66%","12,47%","13,37%","6,97%","5,39%","3,63%","2,97%","-0,82%","5,18%","8,55%"
INDICADORES DE RENTABILIDADE,ROA,"7,29%","7,29%","7,14%","6,71%","7,51%","9,77%","10,70%","9,53%","10,25%","3,54%","2,90%","2,05%","1,61%","-0,41%","2,62%","4,79%"
INDICADORES DE RENTABILIDADE,ROIC,"12,12%","12,12%","11,78%","11,29%","8,41%","9,86%","12,85%","12,61%","8,68%","6,65%","6,10%","7,66%","6,03%","3,63%","5,20%","6,57%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,34","0,34","0,32","0,30","0,24","0,28","0,35","0,35","0,28","0,19","0,20","0,34","0,31","0,25","0,28","0,32"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"16,61%","16,61%","16,61%","12,96%","6,70%","3,54%","-2,65%","-2,01%","-0,59%","1,15%","7,08%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"12,88%","12,88%","11,95%","2,46%","18,26%","23,65%","34,49%","36,46%",-%,"16,41%","6,63%",-%,-%,-%,-%,-%
