Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-0,98","-0,97","-1,27","-1,12","-1,19","-1,22","-1,26","-0,87","-0,46","-0,52","-0,48","-0,72","-0,74","-0,58",-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,66","0,66","0,48","0,69","0,28","0,35","0,37","0,33","0,27","0,53","0,44","0,39","0,34","0,27","0,12","0,05"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,-,-,"0,83","1,19","0,90","1,47",-,-,"3,08","3,00","3,30","3,03","2,58","1,54","1,12",-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"1,45","1,45","0,89","1,28","1,04","1,75","1,46","1,42","5,99","4,12","5,03","5,17","4,50","1,98","1,82","8,38"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,31","0,31","0,31","0,27","0,34","0,40","0,45","0,47","0,45","0,42","0,49","0,47","0,52","0,54","0,60","0,61"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,67","0,67","0,67","0,71","0,63","0,57","0,51","0,49","0,52","0,55","0,47","0,50","0,46","0,46","0,40","0,39"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,97","1,97","1,53","1,33","1,80","1,51","1,37","1,35","1,27","1,25","1,20","1,22","1,34","1,21","1,50","1,96"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"31,62%","31,62%","32,65%","35,54%","27,63%","25,76%","29,96%","30,51%","14,85%","24,59%","22,22%","22,11%","22,69%","36,22%","24,72%","14,56%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,-%,"27,98%","32,56%","23,25%","21,85%",-%,-%,"12,93%","22,27%","19,39%","21,74%","22,61%","32,97%","22,99%",-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"24,57%","24,57%","26,12%","30,25%","20,16%","18,37%","23,30%","26,73%","6,65%","16,21%","12,73%","12,74%","12,97%","25,54%","14,18%","1,95%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"11,95%","11,95%","13,22%","16,79%","12,62%","10,24%","13,50%","16,05%","1,80%","6,96%","4,53%","8,09%","3,41%","8,12%","3,37%","0,79%"
INDICADORES DE RENTABILIDADE,ROE,"22,13%","22,13%","27,56%","30,13%","16,62%","11,19%","14,67%","14,18%","1,22%","5,56%","3,08%","4,76%","1,96%","4,25%","1,60%","0,26%"
INDICADORES DE RENTABILIDADE,ROA,"6,95%","6,95%","8,52%","8,25%","5,69%","4,48%","6,62%","6,73%","0,55%","2,31%","1,51%","2,24%","1,03%","2,28%","0,96%","0,16%"
INDICADORES DE RENTABILIDADE,ROIC,"18,45%","18,45%","24,38%","23,31%","10,82%","9,48%","10,89%","10,76%","2,00%","5,62%","4,61%","3,67%","3,96%","6,86%","4,33%","0,44%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,58","0,58","0,64","0,49","0,45","0,44","0,49","0,42","0,30","0,33","0,33","0,28","0,30","0,28","0,29","0,20"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"34,00%","34,00%","34,00%","30,68%","17,07%","15,19%","19,03%","14,69%","10,54%","14,66%","20,59%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"26,41%","26,41%","28,89%","104,16%","31,87%","35,62%","31,88%","56,38%","-18,18%","32,58%","70,91%",-%,-%,-%,-%,-%
