Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE VALUATION,P/SR,"0,75","0,62","0,45","0,81","0,33","1,40","0,86","0,79","0,55","1,10","1,21","1,03","0,88","0,89",-,-
INDICADORES DE VALUATION,P/CAP. GIRO,"1,73","1,43","0,80","1,08","0,34","1,66","1,02","1,04","1,01","1,72","2,09","2,08","2,04","1,99",-,-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-0,89","-0,73","-0,46","-0,77","-0,29","-1,81","-0,98","-0,92","-0,74","-1,09","-1,48","-1,36","-1,27","-1,26",-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,50","0,50","0,35","0,55","0,62","-0,33","0,16","0,14","0,19","0,20","0,02","-0,12","-0,10","-0,15","-0,23","-0,28"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"3,41","3,41","-227,22","5,78","-83,77","-30,67",-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"5,16","5,16","-8,38","7,71","-5,40","7,35","23,43","1,69","3,37","2,63","0,17","-0,63","-0,53","-1,60","-1,68","-2,11"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,24","0,24","0,25","0,26","0,27","0,33","0,34","0,34","0,33","0,32","0,36","0,35","0,34","0,34","0,36","0,27"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,73","0,73","0,72","0,73","0,72","0,66","0,65","0,65","0,66","0,67","0,63","0,64","0,65","0,65","0,63","0,72"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,65","1,65","1,79","2,08","2,53","1,34","2,33","2,53","2,11","2,08","2,28","1,99","1,92","1,82","2,09","2,86"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"18,00%","18,00%","20,09%","15,61%","12,25%","13,67%","14,99%","18,71%","19,92%","18,50%","19,81%","22,70%","24,17%","22,48%","19,17%","19,43%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"7,02%","7,02%","-0,09%","6,21%","-0,55%","1,47%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"4,64%","4,64%","-2,37%","4,65%","-8,56%","-6,15%","0,55%","5,85%","3,35%","5,43%","8,73%","11,78%","9,99%","5,30%","7,31%","7,05%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"-0,15%","-0,15%","-4,07%","-1,21%","-18,41%","-12,58%","-3,57%","4,53%","2,73%","1,19%","5,33%","5,70%","5,73%","1,59%","6,11%","8,39%"
INDICADORES DE RENTABILIDADE,ROE,"-0,32%","-0,32%","-7,12%","-1,85%","-24,62%","-9,29%","-4,49%","6,32%","4,67%","1,65%","7,96%","9,40%","10,48%","2,77%","11,37%","15,88%"
INDICADORES DE RENTABILIDADE,ROA,"-0,08%","-0,08%","-1,80%","-0,48%","-6,60%","-3,09%","-1,53%","2,15%","1,53%","0,53%","2,88%","3,27%","3,60%","0,94%","4,10%","4,36%"
INDICADORES DE RENTABILIDADE,ROIC,"3,22%","3,22%","-1,82%","1,75%","-5,12%","-7,30%","-0,05%","3,65%","2,72%","0,98%","5,49%","7,62%","6,27%","3,47%","7,50%","4,67%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,51","0,51","0,44","0,40","0,36","0,25","0,43","0,47","0,56","0,45","0,54","0,57","0,63","0,59","0,67","0,52"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"4,54%","4,54%","4,54%","1,13%","-0,66%","-6,86%","6,54%","9,04%","16,85%","16,70%","6,56%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,-%,-%,-%,-%,"4,04%","30,23%","-15,88%","-2,68%",-%,-%,-%,-%,-%
