Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE EFICIÊNCIA,M. BRUTA,"29,03%","29,03%","20,72%","-15,61%","11,28%","29,27%","19,95%","28,02%","22,87%","15,52%","19,06%","16,52%","2,49%","11,85%","22,48%","22,04%","13,52%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,-%,"14,98%","-33,62%","14,43%","27,85%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"15,11%","15,11%","3,67%","-51,59%","-14,94%","15,38%","12,27%","9,58%","7,06%","-1,88%","5,02%","2,97%","-11,18%","-3,24%","10,00%","6,86%","-1,33%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"0,58%","0,58%","-10,27%","-97,15%","-93,98%","-0,85%","-9,51%","0,18%","8,61%","-45,62%","-12,38%","-8,89%","-18,67%","-9,97%","3,07%","14,78%","-19,31%"
INDICADORES DE RENTABILIDADE,ROE,"-0,48%","-0,48%","-7,31%","-34,30%","-41,56%","-1,53%","-21,77%","-0,54%","-23,28%","-98,12%","-240,39%","-122,37%","-206,45%","-34,07%","7,31%","34,13%","-115,44%"
INDICADORES DE RENTABILIDADE,ROA,"0,62%","0,62%","-9,20%","-50,14%","-46,73%","-0,77%","-10,46%","0,19%","10,11%","-43,02%","-12,49%","-7,49%","-16,76%","-7,05%","2,36%","10,22%","-17,35%"
INDICADORES DE RENTABILIDADE,ROIC,"-23,52%","-23,52%","-5,48%","43,99%","27,17%","147,43%","42,76%","16,90%","14,47%","-20,63%","5,77%","2,86%","-16,50%","-6,86%","7,88%","4,85%","-2,91%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"1,07","1,07","0,90","0,52","0,50","0,91","1,10","1,03","1,17","0,94","1,01","0,84","0,90","0,71","0,77","0,69","0,90"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"8,03%","8,03%","8,03%","-5,51%","-8,21%","6,61%","4,96%","4,97%","5,53%","6,98%","10,81%","6,93%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"41,44%","41,44%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
