Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"1,21","1,21","1,86","1,48","0,82","0,68","0,75","2,09","2,07","1,95","2,18","1,65","1,47","3,30","2,87","23,30"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"2,87","2,87","3,56","3,02","2,58","2,09",-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"4,29","4,29","4,98","3,90","4,41","3,33","3,53","4,51","4,14","5,10","5,76","5,71","5,97","4,61","6,24","8,57"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,38","0,38","0,30","0,27","0,29","0,35","0,29","0,20","0,23","0,21","0,23","0,25","0,25","0,17","0,19","0,03"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,62","0,62","0,70","0,73","0,71","0,65","0,71","0,80","0,77","0,79","0,77","0,75","0,75","0,83","0,81","0,97"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"0,97","0,97","1,33","1,11","1,34","1,37","1,15","1,09",-,-,"2,31","2,33","2,10","0,86","0,70","0,39"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"35,54%","35,54%","37,51%","40,85%","24,87%","27,54%","30,31%","29,40%","29,01%","26,93%","27,49%","25,68%","28,98%","40,69%","29,60%","29,45%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"43,63%","43,63%","38,47%","37,14%","23,72%","26,46%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"29,19%","29,19%","27,49%","28,74%","13,89%","16,65%","18,73%","20,44%","19,92%","17,55%","18,55%","16,38%","16,74%","29,10%","20,37%","20,18%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"7,55%","7,55%","3,74%","15,40%","6,90%","7,05%","6,49%","5,54%","3,83%","2,62%","3,94%","3,02%","0,84%","5,78%","3,74%","-3,99%"
INDICADORES DE RENTABILIDADE,ROE,"7,29%","7,29%","5,09%","20,37%","9,21%","8,66%","7,37%","12,54%","9,61%","5,70%","8,05%","5,33%","1,23%","14,21%","8,41%","-53,76%"
INDICADORES DE RENTABILIDADE,ROA,"2,77%","2,77%","1,51%","5,42%","2,67%","3,06%","2,16%","2,53%","2,17%","1,20%","1,81%","1,32%","0,31%","2,43%","1,59%","-1,80%"
INDICADORES DE RENTABILIDADE,ROIC,"10,13%","10,13%","8,99%","9,69%","5,88%","8,22%","7,64%","10,62%","12,75%","9,62%","9,32%","8,39%","6,52%","13,67%","9,19%","9,58%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,37","0,37","0,40","0,35","0,39","0,43","0,33","0,46","0,57","0,46","0,46","0,44","0,37","0,42","0,43","0,45"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"49,27%","49,27%","49,27%","53,89%","51,17%","50,13%","40,26%","19,77%","14,08%","18,03%","24,30%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"56,01%","56,01%","38,02%","103,27%","83,45%","68,64%","63,43%","74,72%","5,07%","9,95%",-%,-%,-%,-%,-%,-%
