Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE VALUATION,P/CAP. GIRO,"3,98","3,65","2,43","1,31","3,21","2,87","3,00","4,92","5,06","5,53","7,51","10,81","10,85","7,03",-,-,-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-1,76","-1,61","-0,79","-1,16","-1,41","-1,76","-2,07","-3,28","-3,42","-3,04","-2,87","-5,28","-4,56","-2,43",-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,60","0,60","0,61","1,36","1,21","1,14","0,89","0,78","0,67","0,68","0,53","0,54","0,54","0,51","0,43","0,44","0,34"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"1,55","1,55","1,63","5,44","4,19","5,02",-,-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"1,83","1,83","2,13","7,71","6,51","8,36","4,46","2,53","1,84","1,83","1,81","1,66","1,88","1,97","1,66","2,32","2,26"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,35","0,35","0,32","0,26","0,26","0,30","0,31","0,33","0,35","0,38","0,40","0,40","0,39","0,40","0,40","0,42","0,47"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,64","0,64","0,67","0,73","0,73","0,68","0,68","0,66","0,65","0,62","0,60","0,60","0,61","0,59","0,60","0,58","0,53"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,81","1,81","1,45","1,98","1,89","2,90","2,56","2,21","2,44","2,59","1,67","2,10","1,93","1,61","2,56","2,05","1,84"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"6,77%","6,77%","5,12%","4,47%","6,91%","6,84%","6,79%","9,09%","9,06%","8,88%","8,02%","7,84%","7,61%","7,24%","7,44%","7,35%","7,48%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"3,85%","3,85%","3,04%","2,28%","3,39%","2,40%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"3,25%","3,25%","2,33%","1,61%","2,18%","1,44%","2,08%","3,61%","4,02%","3,90%","3,35%","3,51%","3,19%","2,98%","3,12%","2,55%","2,49%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"1,68%","1,68%","1,25%","0,78%","1,10%","0,42%","1,27%","1,97%","2,02%","1,99%","1,83%","2,01%","1,89%","1,74%","1,80%","1,21%","1,38%"
INDICADORES DE RENTABILIDADE,ROE,"17,03%","17,03%","15,38%","8,45%","9,37%","3,95%","12,18%","16,85%","18,31%","18,92%","16,13%","18,79%","17,03%","15,29%","14,85%","9,09%","8,39%"
INDICADORES DE RENTABILIDADE,ROA,"5,94%","5,94%","4,94%","2,18%","2,46%","1,20%","3,77%","5,56%","6,46%","7,17%","6,37%","7,48%","6,67%","6,18%","5,89%","3,81%","3,95%"
INDICADORES DE RENTABILIDADE,ROIC,"12,14%","12,14%","11,82%","5,61%","4,11%","3,52%","4,98%","8,79%","12,08%","13,13%","10,54%","11,59%","10,58%","10,34%","9,74%","7,86%","6,56%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"3,53","3,53","3,94","2,81","2,24","2,86","2,97","2,82","3,20","3,61","3,48","3,72","3,52","3,54","3,27","3,14","2,86"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"12,42%","12,42%","12,42%","7,24%","1,43%","5,68%","8,28%","8,23%","9,71%","12,23%","13,41%","16,61%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"6,56%","6,56%","2,73%","-11,44%","-9,89%","-21,36%","-1,25%","9,07%","12,97%","14,46%","23,22%","25,71%",-%,-%,-%,-%,-%
