Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,48","0,48","0,43","0,53","0,52","0,47","0,32","0,37","0,26","0,28","0,28","0,27","0,29","0,25","0,45","0,50"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,23","1,23","1,46","1,08","1,72","2,11","3,29","2,40","3,50","3,45","3,46","3,84","4,03","4,23","2,23","1,97"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"53,60%","53,60%","53,94%","52,63%","47,47%","46,19%","46,55%","45,85%","44,33%","42,47%","42,67%","44,21%","43,68%","41,45%","40,53%","40,48%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"16,13%","16,13%","16,92%","19,64%","10,89%","18,07%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"11,50%","11,50%","12,99%","16,02%","5,79%","13,29%","12,53%","12,76%","12,21%","12,61%","14,06%","15,42%","14,90%","16,74%","16,24%","14,29%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"8,13%","8,13%","10,03%","11,81%","3,05%","9,66%","9,34%","11,35%","9,37%","10,68%","10,71%","11,48%","11,26%","13,49%","11,29%","11,83%"
INDICADORES DE RENTABILIDADE,ROE,"13,30%","13,30%","16,00%","21,70%","3,60%","21,73%","20,05%","23,23%","17,34%","19,37%","19,57%","21,49%","21,34%","23,85%","44,14%","40,77%"
INDICADORES DE RENTABILIDADE,ROA,"6,83%","6,83%","9,12%","10,26%","1,72%","11,47%","13,65%","14,71%","12,80%","14,01%","14,16%","15,71%","15,22%","17,94%","24,07%","20,48%"
INDICADORES DE RENTABILIDADE,ROIC,"13,38%","13,38%","16,35%","19,20%","4,34%","19,45%","19,92%","17,15%","14,24%","13,01%","14,70%","16,79%","16,71%","18,89%","35,27%","30,70%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,84","0,84","0,91","0,87","0,56","1,19","1,46","1,30","1,37","1,31","1,32","1,37","1,35","1,33","2,13","1,73"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"25,49%","25,49%","25,49%","18,73%","7,26%","9,79%","9,65%","9,60%","12,79%","14,41%","20,64%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"20,02%","20,02%","22,42%","24,34%","-16,50%","7,54%","5,23%","9,78%","4,86%","13,14%","18,26%",-%,-%,-%,-%,-%
