Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,91","0,91","0,91","1,07","1,06","0,90","0,90","0,90","0,91","0,91","0,91","0,91","0,91","0,92","0,92","0,91"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"11,40","11,40","8,86","5,00","5,75","0,16",-,-,-,-,-,-,-,-,-,-

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE EFICIÊNCIA,M. BRUTA,"30,94%","30,94%","36,23%","56,06%","50,65%","52,84%","50,91%","45,14%","44,12%","37,69%","46,00%","46,74%","53,87%","44,68%","52,53%","53,36%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,-%,-%,-%,-%,"14,55%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"3,95%","3,95%","11,76%","26,19%","4,14%","10,76%","17,27%","17,23%","19,58%","8,38%","19,38%","18,43%","17,97%","17,28%","22,96%","20,30%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"6,18%","6,18%","10,30%","18,64%","16,29%","16,91%","14,74%","12,40%","10,98%","15,82%","15,36%","15,95%","13,14%","12,96%","14,89%","13,38%"

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE RENTABILIDADE,ROE,"8,33%","8,33%","13,41%","15,61%","11,01%","15,56%","13,34%","14,56%","16,99%","19,97%","18,64%","17,24%","15,87%","18,53%","19,47%","18,74%"
INDICADORES DE RENTABILIDADE,ROA,"0,73%","0,73%","1,18%","1,65%","1,17%","1,53%","1,27%","1,40%","1,50%","1,77%","1,65%","1,48%","1,41%","1,52%","1,65%","1,69%"
INDICADORES DE RENTABILIDADE,ROIC,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,12","0,12","0,11","0,09","0,07","0,09","0,09","0,11","0,14","0,11","0,11","0,09","0,11","0,12","0,11","0,13"

Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"8,37%","8,37%","8,37%","-5,09%","-3,00%","4,51%","7,69%","9,90%","14,02%","11,42%","10,01%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"-4,12%","-4,12%","4,42%","5,49%","-2,43%","6,54%","5,99%","8,64%","10,31%","12,78%","13,08%",-%,-%,-%,-%,-%

