Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE VALUATION,P/CAP. GIRO,"7,78","7,89","10,85","9,82","3,77","9,04","4,59","-69,20","-3,07","-2,09","-4,63","18,05","-4,83","-6,24",-,-
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-0,59","-0,60","-0,61","-0,57","-0,56","-0,51","-0,63","-0,26","-0,29","-0,25","-0,58","-0,58","-0,81","-0,79",-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,32","0,32","0,34","0,45","0,57","0,85","0,90","0,86","1,02","0,91","1,03","0,50","1,01","1,07","0,86","0,62"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"0,90","0,90","1,08","1,13","1,87","3,24","3,55","3,52","4,99","2,13","1,82","1,23","2,86","2,92","2,18","1,86"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"1,04","1,04","1,30","1,27","2,12","4,34","5,28","4,66","7,30","2,51","2,08","1,45","3,49","2,92","2,72","1,86"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,43","0,43","0,41","0,37","0,32","0,32","0,24","0,34","0,31","0,32","0,32","0,42","0,30","0,31","0,34","0,37"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,56","0,56","0,59","0,63","0,68","0,68","0,73","0,66","0,69","0,68","0,68","0,58","0,70","0,69","0,66","0,63"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,30","1,30","1,20","1,21","1,60","1,28","1,19","0,99","0,72","0,72","0,65","1,13","0,94","1,05","1,26",-
INDICADORES DE EFICIÊNCIA,M. BRUTA,"24,73%","24,73%","19,76%","19,98%","21,34%","22,81%","20,61%","19,46%","23,14%","27,82%","34,48%","32,67%","31,42%","36,50%","35,23%","39,17%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"24,54%","24,54%","19,93%","23,24%","21,16%","16,41%","16,65%","16,08%","14,06%","25,32%","32,66%","35,17%","29,98%","27,32%","32,80%","30,36%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"21,11%","21,11%","16,50%","20,66%","18,66%","12,25%","11,21%","12,17%","9,62%","21,50%","28,56%","29,82%","24,58%","27,32%","26,34%","30,36%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"18,52%","18,52%","11,87%","11,15%","11,35%","12,32%","7,64%","4,61%","1,78%","11,29%","16,05%","21,22%","30,22%","15,34%","16,31%","17,55%"
INDICADORES DE RENTABILIDADE,ROE,"27,35%","27,35%","18,79%","19,28%","16,39%","19,69%","11,66%","6,99%","2,59%","19,01%","27,80%","24,56%","35,47%","20,57%","19,68%","19,11%"
INDICADORES DE RENTABILIDADE,ROA,"11,90%","11,90%","7,62%","7,21%","5,30%","6,26%","2,84%","2,37%","0,80%","6,04%","8,96%","10,41%","10,48%","6,47%","6,73%","7,04%"
INDICADORES DE RENTABILIDADE,ROIC,"17,70%","17,70%","17,49%","19,48%","11,60%","5,03%","6,18%","6,96%","6,30%","13,53%","17,09%","15,44%","9,36%","12,30%","12,48%","11,40%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,64","0,64","0,64","0,65","0,47","0,51","0,37","0,51","0,45","0,54","0,56","0,49","0,35","0,42","0,41","0,40"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"9,68%","9,68%","9,68%","12,38%","2,90%","5,38%","8,77%","8,96%","3,58%","9,57%","9,95%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"46,18%","46,18%","32,53%","62,18%","3,02%","-0,06%","-11,34%","-25,19%","-32,67%","1,80%","8,01%",-%,-%,-%,-%,-%
