Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE EFICIÊNCIA,M. BRUTA,"28,99%","28,99%","31,04%","30,19%","32,75%","28,62%","29,33%","31,84%","33,84%","32,04%","32,44%","30,80%","30,20%","31,17%","22,12%","16,85%","24,03%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"3,02%","3,02%","7,25%","1,96%","8,57%","-0,80%","2,40%","5,22%","3,60%",-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"-0,55%","-0,55%","3,76%","-1,11%","5,60%","-4,06%","1,31%","4,06%","3,60%","3,67%","8,93%","10,29%","5,69%","3,78%","3,52%","-9,63%","0,97%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"-5,91%","-5,91%","-1,11%","-0,96%","3,47%","-5,59%","-0,99%","0,76%","-0,48%","0,07%","3,84%","5,33%","1,65%","0,58%","-0,73%","-8,05%","-0,02%"
INDICADORES DE RENTABILIDADE,ROE,"-40,32%","-40,32%","-6,47%","-5,27%","16,79%","-247,92%","-10,58%","6,59%","-3,38%","0,33%","18,47%","29,36%","10,85%","3,94%","-2,48%","-48,58%","-0,13%"
INDICADORES DE RENTABILIDADE,ROA,"-5,54%","-5,54%","-0,96%","-0,84%","3,04%","-5,87%","-1,27%","0,98%","-0,54%","0,09%","5,44%","8,62%","2,65%","0,89%","-0,64%","-12,74%","-0,05%"
INDICADORES DE RENTABILIDADE,ROIC,"-11,42%","-11,42%","2,86%","-10,66%","10,20%","-24,90%","3,35%","13,41%","10,09%","8,54%","17,86%","21,81%","13,17%","9,01%","4,42%","-69,31%","3,89%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,94","0,94","0,87","0,87","0,87","1,05","1,28","1,29","1,13","1,18","1,42","1,62","1,61","1,53","0,87","1,58","1,95"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"3,76%","3,76%","3,76%","9,29%","8,45%","2,50%","4,36%","5,72%","2,14%","17,49%","41,75%","41,55%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,-%,"135,03%",-%,-%,"-9,47%",-%,-%,-%,-%,-%,-%,-%,-%,-%
