Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,69","0,69","0,69","0,68","0,72","0,65","0,64","0,61","0,64","0,64","0,59","0,63","0,58","0,52","0,54","0,58"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"2,17","2,17","2,55","1,74","2,01","2,59","2,20","1,25","1,72","1,48","1,24","2,06","1,88","1,39","0,86","0,87"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"30,78%","30,78%","30,75%","42,31%","36,10%","31,86%","25,93%","32,00%","26,19%","27,53%","28,47%","28,99%","28,01%","29,67%","30,84%","24,30%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"76,36%","76,36%","47,48%","55,68%","51,48%","49,33%",-%,-%,-%,-%,-%,"24,13%","25,62%","32,37%","29,29%","23,97%"
INDICADORES DE EFICIÊNCIA,M. EBIT,"37,91%","37,91%","31,33%","42,18%","36,03%","32,10%","20,77%","23,28%","25,63%","20,82%","23,77%","15,90%","13,85%","18,16%","18,21%","10,91%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"19,59%","19,59%","15,33%","25,89%","21,54%","17,30%","9,35%","14,31%","10,88%","8,85%","14,93%","8,80%","5,65%","10,94%","10,99%","8,76%"
INDICADORES DE RENTABILIDADE,ROE,"20,63%","20,63%","19,10%","37,15%","27,70%","18,84%","9,55%","14,45%","10,72%","7,91%","13,78%","6,43%","3,60%","6,48%","7,45%","5,81%"
INDICADORES DE RENTABILIDADE,ROA,"6,48%","6,48%","5,85%","11,93%","7,65%","6,55%","3,45%","5,66%","3,84%","2,89%","5,68%","2,40%","1,52%","3,14%","3,40%","2,44%"
INDICADORES DE RENTABILIDADE,ROIC,"13,31%","13,31%","13,36%","19,64%","12,90%","13,91%","8,77%","9,39%","8,76%","8,07%","11,72%","4,66%","4,19%","6,27%","6,32%","3,05%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,33","0,33","0,38","0,46","0,36","0,38","0,37","0,40","0,35","0,33","0,38","0,27","0,27","0,29","0,31","0,28"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"14,04%","14,04%","14,04%","16,99%","12,98%","14,03%","16,99%","21,61%","17,67%","12,55%","10,12%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,"19,93%","19,93%","15,62%","39,15%","34,98%","17,44%","18,39%","46,47%","17,52%","7,78%","22,50%",-%,-%,-%,-%,-%
