Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009
INDICADORES DE VALUATION,P/ATIVO CIRC. LIQ.,"-0,62","-0,55","-0,46","-0,98","-1,01","-0,68","-0,63","-0,61","-0,05","-0,08","-0,23","-0,66","-0,59","-0,50",-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/PL,"0,01","0,01","0,05","-0,03","0,07","0,23","0,29","0,31","0,34","0,44","0,23","0,20","0,21","0,21","0,16","0,15"
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBITDA,"0,92","0,92","0,32","-0,06","0,28","1,64",-,-,-,-,-,-,-,-,-,-
INDICADORES DE ENDIVIDAMENTO,DÍV. LÍQUIDA/EBIT,"-0,58","-0,58","0,42","-0,06","0,38","3,34","3,64","4,89","-21,06","-1,61","5,42","4,81","-11,17","5,16","1,43","2,09"
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,58","0,58","0,58","0,55","0,50","0,53","0,54","0,53","0,52","0,48","0,55","0,53","0,51","0,52","0,55","0,62"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,35","0,35","0,35","0,38","0,44","0,41","0,41","0,42","0,42","0,46","0,38","0,40","0,44","0,43","0,40","0,38"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"3,43","3,43","3,78","3,16","2,64","3,07","2,50","2,38","3,66","1,53","1,73","1,86","2,00","3,07","3,52",-
INDICADORES DE EFICIÊNCIA,M. BRUTA,"8,47%","8,47%","17,49%","33,42%","20,24%","12,54%","16,13%","15,23%","5,76%","1,69%","8,83%","11,50%","3,79%","10,87%","19,52%","13,58%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,"1,32%","1,32%","10,99%","36,97%","24,42%","13,01%",-%,-%,-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"-2,09%","-2,09%","8,21%","34,06%","18,20%","6,37%","8,32%","8,23%","-2,62%","-35,63%","6,02%","5,46%","-2,42%","5,82%","15,12%","10,75%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"-1,27%","-1,27%","4,98%","26,89%","4,18%","1,43%","5,29%","2,17%","-7,92%","-31,77%","1,10%","-1,10%","-5,56%","1,96%","12,13%","11,65%"
INDICADORES DE RENTABILIDADE,ROE,"-1,55%","-1,55%","6,98%","41,70%","4,53%","1,52%","5,09%","1,69%","-4,95%","-24,13%","0,77%","-0,85%","-4,25%","1,35%","9,02%","7,96%"
INDICADORES DE RENTABILIDADE,ROA,"-0,90%","-0,90%","4,04%","22,97%","2,25%","0,81%","2,74%","0,90%","-2,55%","-11,66%","0,42%","-0,45%","-2,16%","0,70%","4,94%","4,91%"
INDICADORES DE RENTABILIDADE,ROIC,"-2,06%","-2,06%","4,61%","30,05%","10,41%","4,29%","3,41%","3,57%","-2,47%","-21,08%","2,68%","1,91%","-1,91%","2,08%","5,20%","3,10%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,71","0,71","0,81","0,85","0,54","0,57","0,52","0,41","0,32","0,37","0,39","0,41","0,39","0,36","0,41","0,42"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"24,78%","24,78%","24,78%","31,89%","9,57%","4,95%","1,38%","-3,32%","-6,61%","-4,71%","1,45%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,"47,29%",-%,-%,"10,48%",-%,-%,-%,-%,"-36,68%",-%,-%,-%,-%,-%
