Tipo do Indicador,Nome do Indicador,ATUAL,2023,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008
INDICADORES DE ENDIVIDAMENTO,PL/ATIVOS,"0,22","0,22","0,26","0,28","0,26","0,19","0,21","0,22","0,28","0,28","0,32","0,25","0,31","0,23","0,24","0,36","0,40"
INDICADORES DE ENDIVIDAMENTO,PASSIVOS/ATIVOS,"0,78","0,78","0,69","0,67","0,68","0,77","0,74","0,72","0,72","0,72","0,68","0,67","0,69","0,70","0,68","0,64","0,60"
INDICADORES DE ENDIVIDAMENTO,LIQ. CORRENTE,"1,32","1,32","1,61","1,08","0,95","0,86","1,11","1,15",-,-,-,"1,09",-,"1,31","1,35","1,39","1,53"
INDICADORES DE EFICIÊNCIA,M. BRUTA,"-79,59%","-79,59%","24,84%","26,73%","26,83%","21,51%","23,39%","24,62%","22,97%","24,40%","25,68%","26,11%","27,01%","27,17%","24,46%","24,57%","26,36%"
INDICADORES DE EFICIÊNCIA,M. EBITDA,-%,-%,"12,67%","18,25%","12,25%","6,81%","6,06%","5,98%","-0,36%",-%,-%,-%,-%,-%,-%,-%,-%
INDICADORES DE EFICIÊNCIA,M. EBIT,"-212,24%","-212,24%","-3,26%","0,33%","5,13%","3,44%","4,41%","3,32%","2,06%","4,33%","5,85%","5,10%","5,63%","4,59%","4,65%","4,12%","3,81%"
INDICADORES DE EFICIÊNCIA,M. LÍQUIDA,"-1.200,41%","-1.200,41%","-0,99%","4,92%","4,25%","1,39%","2,42%","1,30%","-1,16%","0,71%","1,85%","1,82%","2,06%","1,54%","1,93%","2,63%","1,44%"
INDICADORES DE RENTABILIDADE,ROE,"-58,63%","-58,63%","-1,49%","5,88%","15,91%","7,22%","10,76%","5,56%","-3,83%","1,98%","8,33%","11,06%","9,50%","9,42%","8,70%","9,20%","4,77%"
INDICADORES DE RENTABILIDADE,ROA,"-12,96%","-12,96%","-0,39%","1,62%","4,09%","1,36%","2,26%","1,21%","-1,07%","0,56%","2,65%","2,77%","2,97%","2,13%","2,07%","3,27%","1,90%"
INDICADORES DE RENTABILIDADE,ROIC,"-11,07%","-11,07%","-5,20%","-2,64%","7,58%","6,11%","8,88%","6,63%","4,51%","6,48%","12,76%","11,66%","10,90%","9,66%","7,76%","7,88%","6,49%"
INDICADORES DE RENTABILIDADE,GIRO ATIVOS,"0,01","0,01","0,40","0,33","0,96","0,98","0,93","0,93","0,92","0,79","1,44","1,52","1,44","1,38","1,07","1,24","1,31"
INDICADORES DE CRESCIMENTO,CAGR RECEITAS 5 ANOS,"-17,25%","-17,25%","-17,25%","-17,03%","6,62%","-2,84%","-3,11%","-2,60%","-2,31%","3,00%","23,04%","26,26%",-%,-%,-%,-%,-%
INDICADORES DE CRESCIMENTO,CAGR LUCROS 5 ANOS,-%,-%,-%,-%,"52,41%","-8,13%","2,55%","-11,21%",-%,"-15,59%","14,65%","32,21%",-%,-%,-%,-%,-%
